"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-11","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-12","0.27",",,N","0.2",",,N","0.2",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-13","0.00",",,N","0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-14","0.00",",,N","0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-15","0.19",",,N","3.2",",,N","3.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-16","0.01",",,N","0.0","T,,N","2.5",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-17","0.01",",,N","1.0",",,N","2.5",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-18","0.00",",,N","0.0",",,N","2.5",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-19","0.00",",,N","0.0",",,N","2.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-20","0.00",",,N","0.0",",,N","1.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-21","0.00",",,N","0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-22","0.44",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-23","0.07",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-24","0.01",",,N","0.0","T,,N","0.0","T,,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-25","0.00","T,,N","0.0","T,,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-26","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-27","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-28","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-29","0.01",",,N","0.1",",,N","0.1",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-30","0.00","T,,N","0.0","T,,N","0.0","T,,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-01-31","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-01","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-02","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-03","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-04","0.05",",,N","0.4",",,N","0.5",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-05","0.04",",,N","0.7",",,N","1.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-06","0.11",",,N","1.1",",,N","2.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-07","0.00",",,N","0.0",",,N","1.5",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-08","0.00",",,N","0.0",",,N","1.5",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-09","0.00",",,N","0.0",",,N","1.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-10","0.00","T,,N","0.0","T,,N","0.0","T,,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-11","0.13",",,N","0.1",",,N","0.1",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-12","0.00",",,N","0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-13","0.00",",,N","0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-17","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-18","0.08",",,N","0.2",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-19","0.07",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-20","1.92",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-21","3.56",",,N","0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-22","0.07",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-23",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-24","0.18",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-25","0.12",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-26","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-27","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-02-28","0.06",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-01","0.26",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-02","0.26",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-03","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-04","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-05","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-06","0.12",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-10","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-11","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-12","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-13","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-14","0.00","T,,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-15","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-16","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-17","0.21",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-18","0.01",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-19","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-20","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-24","0.49",",,N","0.7",",,N","0.5",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-25","0.69",",,N",,,"3.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-26","0.00",",,N","0.0",",,N","1.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-27","0.53",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-28","0.29",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-29","0.05",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-30","0.21",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-03-31","0.02",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-01","0.00","T,,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-02","0.31",",,N","4.2",",,N","4.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-03","0.30",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-07","0.00","T,,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-08","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-09","0.14",",,N","1.0",",,N","1.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-10","0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-11","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-12","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-13","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-14","0.88",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-15","0.25",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-16","0.05",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-17","0.02",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-21","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-22","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-23","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-24","0.19",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-25","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-26","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-27","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-28","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-29","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-04-30","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-01","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-05","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-06","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-07","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-08","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-09","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-10","1.26",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-11","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-12","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-13","0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-14","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-15","0.06",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-19","0.03",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-20","0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-21","0.02",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-22","0.03",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-23","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-24","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-25","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-26","0.51",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-27","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-28","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-29","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-30","0.15",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-05-31","0.96",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-06-01","0.64",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-06-02","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-06-03","0.34",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-06-04","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-06-05","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-06-09","0.61",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-06-10","0.71",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-06-11","2.51",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-06-12","1.42",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-06-13","0.16",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-06-14","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-06-15","0.02",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-06-21","0.14",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-06-22","1.11",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-06-23","0.12",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1ILCP0061","CHAMPAIGN 1.5 SSE, IL US","40.0943","-88.2519","228.0","2018-06-24","0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,
